Passenger ID,First Name,Last Name,Gender,Age,Nationality,Airport Name,Airport Country Code,Country Name,Airport Continent,Continents,Departure Date,Arrival Airport,Pilot Name,Flight Status
9371,3722,3420,0,13,191,2230,10,9,4,4,362,2073,1345,2
7463,3931,3667,0,90,95,4545,61,184,2,2,358,4366,4155,1
1471,1890,1797,1,68,37,5958,70,207,2,2,320,2123,4832,0
6502,3220,3099,0,68,119,3042,26,26,5,5,336,2842,8267,0
8201,1629,3611,0,4,84,1487,10,9,4,4,203,1290,832,0
1844,5190,538,0,77,37,2036,32,35,3,3,191,5787,3738,2
4365,3300,338,0,66,150,673,10,9,4,4,269,599,7601,0
2870,1203,5235,0,24,194,3011,10,9,4,4,354,2830,6267,0
9653,1705,1712,0,4,25,1953,205,208,3,3,37,1783,3103,1
7997,4399,5374,1,74,194,3238,151,137,1,1,101,5666,2413,1
3812,2027,3056,1,1,148,2365,141,129,3,3,309,2251,8082,0
1760,3103,7739,0,56,32,2853,96,92,1,1,16,2722,5713,2
1466,3162,5473,0,35,110,971,205,208,3,3,232,2415,1180,1
8098,2217,1473,1,74,37,2300,26,26,5,5,310,2186,6963,0
2646,1438,2251,0,87,37,5208,32,35,3,3,49,4786,4793,1
4600,5312,6742,1,35,61,2617,52,53,2,2,130,2670,4058,0
8958,1770,2275,0,12,78,1621,205,208,3,3,273,4085,2786,2
1384,609,6662,0,43,134,2854,193,192,1,1,63,5001,2841,1
7058,1554,4739,0,81,175,4491,162,159,3,3,189,620,3151,0
9780,4663,3362,0,31,37,1391,153,148,1,1,166,731,8692,0
7400,2117,5615,1,54,37,5589,205,208,3,3,234,2112,6593,2
6184,2795,679,1,78,37,1048,42,39,1,1,3,882,6961,1
8475,2816,3641,0,14,84,6028,104,101,1,1,24,3733,1901,0
894,3900,8421,1,87,47,1703,205,208,3,3,36,1545,6622,0
9936,1020,6923,0,16,84,1132,32,35,3,3,306,5732,5266,1
9225,826,7255,0,21,85,1552,40,38,5,5,11,4145,8898,0
5429,1036,286,1,21,60,2252,42,39,1,1,315,2106,4495,0
5363,3610,3464,0,31,104,4582,32,35,3,3,37,5992,7471,1
2566,186,6208,0,20,37,4668,170,162,2,2,122,4484,4419,0
2250,568,9046,1,86,169,4546,205,208,3,3,54,4306,9043,1
8974,4073,2549,1,36,37,2421,32,35,3,3,268,5807,9632,2
1383,4473,1796,1,3,25,474,0,206,1,1,87,332,4467,2
4990,3302,227,0,10,37,2888,7,7,5,5,187,2810,7392,1
2068,2184,5589,0,48,25,5669,67,65,2,2,185,1518,713,2
912,3884,5609,0,55,25,4367,218,182,0,0,48,5260,9471,1
3721,3842,4370,0,79,112,1467,41,34,0,0,334,1296,274,0
8863,2348,6783,0,21,149,2186,205,208,3,3,301,4126,1567,1
9498,3395,1440,1,89,191,4408,54,56,3,3,98,4133,6450,0
6981,2938,1498,0,26,37,414,92,93,1,1,277,3518,8070,2
9451,2978,1686,1,78,37,3697,32,35,3,3,317,5897,9896,1
5451,3226,2346,1,65,137,4852,16,30,0,0,294,5686,6413,2
7753,3417,7228,0,57,84,5071,205,208,3,3,5,2919,7628,1
31,3815,507,0,11,37,6094,5,8,1,1,192,1497,8408,2
4777,4142,5162,0,68,132,2782,205,208,3,3,336,3581,5556,2
6363,4274,945,1,43,194,1505,205,208,3,3,14,925,4378,0
9946,3387,5661,0,90,203,2839,41,34,0,0,299,2447,9976,0
8665,5350,24,1,77,25,3215,26,26,5,5,257,3144,52,1
8677,4383,2601,1,2,149,1156,27,12,3,3,219,1018,3513,1
3015,5082,2243,1,52,25,4563,26,26,5,5,26,0,9400,2
6259,5338,9022,1,51,181,5565,92,93,1,1,331,1104,7413,1
2820,3643,6256,0,7,37,2068,143,135,0,0,85,5405,9843,0
5824,1382,4900,1,15,84,1530,94,98,1,1,148,1483,1585,0
4517,3205,7475,1,48,143,5950,42,39,1,1,297,1312,1502,1
9008,5431,3346,0,46,148,3112,52,53,2,2,168,3346,2106,0
4747,3776,2302,1,37,147,3127,157,153,4,4,6,2995,1952,0
2477,2002,2087,1,13,84,5816,10,9,4,4,261,5587,4889,1
8420,5647,3703,0,58,154,2288,205,208,3,3,95,2155,8916,0
9949,4953,4653,0,85,84,2817,170,162,2,2,62,2613,6530,0
1271,1350,5796,1,43,129,3490,205,208,3,3,111,4740,4360,1
8950,2962,1407,1,85,37,108,209,212,5,5,354,3334,3600,0
3984,5112,1028,1,33,37,1103,141,129,3,3,1,43,5270,0
3725,2355,6436,1,50,37,4729,205,208,3,3,52,4601,4569,1
5920,1029,159,0,22,84,1092,32,35,3,3,142,5997,1491,0
8167,3084,6331,0,31,92,1575,205,208,3,3,305,1559,5421,2
5271,5736,284,1,38,175,5411,205,208,3,3,35,1962,4408,1
144,2029,7586,1,43,84,5360,141,129,3,3,360,4900,4300,0
4141,1166,7197,1,87,92,534,94,98,1,1,126,5032,9404,1
1217,846,6715,1,89,99,3548,205,208,3,3,140,431,5557,2
3593,609,5967,0,12,84,3309,32,35,3,3,92,5843,4548,2
4831,1984,5245,1,4,181,3356,205,208,3,3,97,4367,5653,2
7377,939,2886,0,30,61,4415,34,45,0,0,232,4161,2028,0
1688,1700,1347,0,44,145,1439,70,207,2,2,70,1263,9321,2
2106,834,5727,1,43,37,3471,205,208,3,3,318,3336,70,1
7675,2939,7997,0,20,33,1749,32,35,3,3,225,5989,526,2
4226,1871,5008,0,27,149,597,157,153,4,4,44,5638,682,0
419,3229,5233,0,29,84,3955,105,104,0,0,95,3672,4522,1
7382,5533,2606,0,56,148,4661,153,148,1,1,48,3276,4861,0
4525,3281,2238,0,80,121,112,205,208,3,3,66,30,2928,2
2456,2382,7533,1,86,25,5993,42,39,1,1,207,5858,8925,1
8476,1624,6879,0,33,45,4424,42,39,1,1,256,610,3716,1
2824,5294,8382,1,47,60,4741,24,22,5,5,310,4664,4807,0
8229,4374,7339,1,16,150,2342,9,10,2,2,338,2221,8386,0
6020,5055,4861,1,66,115,2489,166,154,5,5,196,322,4319,1
5060,2565,5449,1,72,40,3987,129,145,2,2,85,3739,3635,1
594,1815,2558,0,51,0,4504,205,208,3,3,172,4304,5976,1
1607,4830,3097,1,8,84,3253,201,191,1,1,162,3473,4135,0
9059,1408,2945,1,2,175,2630,82,77,2,2,331,2765,4794,0
1011,4539,37,1,19,154,162,198,200,1,1,86,3474,1810,1
7736,5706,664,0,36,149,1666,92,93,1,1,335,1569,1750,1
633,4703,8157,0,61,25,3323,157,153,4,4,122,3310,6021,1
4623,3214,2776,1,13,37,3675,153,148,1,1,363,5248,6437,0
5803,3807,6309,0,6,37,5054,43,42,5,5,158,4676,519,1
3792,5436,1102,0,74,154,5271,202,193,0,0,148,4890,5341,2
4348,171,8570,0,3,37,481,107,33,1,1,303,365,5880,1
8536,3191,6516,0,79,37,3084,42,39,1,1,139,2826,9071,0
9621,2477,3463,1,86,61,556,24,22,5,5,182,506,1280,1
5859,1084,5722,0,33,32,2918,205,208,3,3,142,1530,3285,0
595,3874,3681,0,35,37,2425,205,208,3,3,285,2333,6277,0
6617,2666,5974,1,22,148,4092,115,110,1,1,217,4009,8152,2
1397,3740,2203,1,64,194,2948,62,63,0,0,178,2915,8067,1
5387,2490,4675,1,51,150,4815,99,94,1,1,205,916,9169,2
153,2697,4136,1,74,177,5993,42,39,1,1,201,5858,337,0
5493,4519,7795,1,50,148,640,170,162,2,2,350,615,9818,0
7684,5099,760,0,55,101,692,10,9,4,4,166,6024,4430,1
7649,404,3849,0,46,37,5605,192,194,1,1,194,5212,1890,1
9833,248,3078,0,67,85,5520,117,185,1,1,96,4975,7243,0
395,5351,8759,0,76,92,1451,166,154,5,5,304,3992,934,2
7207,5131,2567,1,22,37,4296,205,208,3,3,201,4117,9292,2
7309,3583,6394,1,85,149,4365,32,35,3,3,308,5878,5858,2
2651,2943,7792,1,79,150,5910,205,208,3,3,292,5574,4472,2
5250,2316,1669,1,88,148,2391,96,92,1,1,146,2367,9396,2
5690,564,1117,1,28,84,1915,50,74,2,2,195,1748,5164,0
2719,4738,575,1,60,37,516,70,207,2,2,48,437,3995,1
7955,21,882,1,64,109,2000,32,35,3,3,343,5775,345,0
5336,205,3109,0,20,149,1681,1,0,1,1,216,1527,745,0
2417,3279,194,1,18,12,4317,32,35,3,3,47,5885,5600,0
3122,1898,2354,0,60,7,5760,26,26,5,5,59,5368,3460,2
4457,5436,2911,0,48,92,6031,205,208,3,3,225,4974,7018,0
3384,5374,2113,1,39,194,1727,68,68,2,2,350,595,3604,1
5867,2633,6708,1,3,37,4869,142,120,1,1,226,4647,5329,1
4976,2543,998,1,75,84,6042,42,39,1,1,278,5333,9688,0
6393,1439,7051,0,20,37,4405,142,120,1,1,106,5070,4868,2
7727,5367,3906,1,14,25,4692,73,69,5,5,99,2829,8262,2
3297,534,904,1,72,84,1693,61,184,2,2,293,1850,3813,2
5610,4257,8148,0,30,137,3431,205,208,3,3,95,3231,1915,0
5723,5253,3561,1,13,175,5147,205,208,3,3,292,4483,3473,2
5273,5653,1748,1,20,84,1750,205,208,3,3,277,1634,421,0
1672,5347,8085,1,57,84,3349,158,156,1,1,54,3341,9567,2
6239,17,1364,0,76,16,229,127,118,0,0,209,5495,6121,2
6906,611,7188,0,11,70,1715,205,208,3,3,284,1592,429,2
447,4934,3142,0,61,84,2384,104,101,1,1,344,2275,8843,1
7900,363,9003,0,50,125,1168,205,208,3,3,75,1033,7508,1
3718,4351,4278,0,43,25,1881,56,57,5,5,183,3117,3310,1
1588,544,7729,0,49,92,2859,42,39,1,1,288,2603,9267,2
4860,2196,6147,1,2,154,3507,205,208,3,3,356,3623,3974,2
7597,1537,3896,0,55,154,2613,157,153,4,4,306,2744,1578,2
7889,1545,1291,1,75,154,3123,142,120,1,1,117,2905,3615,2
2046,4258,2699,0,34,150,2547,34,45,0,0,344,1588,4372,0
968,4688,4048,1,22,36,4396,154,152,3,3,83,4130,2142,2
5228,2084,1549,1,19,70,2470,205,208,3,3,284,2328,5554,1
6941,4975,4684,1,44,198,4650,83,82,3,3,243,4431,8697,2
7796,925,6991,0,50,2,418,26,26,5,5,149,0,6683,1
5768,4695,8719,1,28,37,5392,96,92,1,1,79,4938,1105,2
9628,4826,6499,0,69,68,107,26,26,5,5,84,3120,4100,2
1253,1161,153,0,69,87,986,205,208,3,3,24,887,1632,1
3550,5435,3286,1,18,175,1752,32,35,3,3,109,5935,5553,2
5676,4453,871,1,56,84,6075,170,162,1,1,102,6047,7412,0
4666,3826,1323,0,6,37,2657,205,208,3,3,356,905,7618,2
5966,181,4327,0,9,154,5125,205,208,3,3,22,4666,1369,2
692,5428,2323,0,48,45,526,205,208,3,3,58,540,2397,2
5244,3750,4833,0,19,91,4123,143,135,0,0,142,3647,4208,0
1260,1192,4552,1,40,92,3959,79,84,0,0,340,3680,668,1
8163,2894,4812,1,80,112,5406,139,121,1,1,156,5041,822,1
9336,1793,1556,1,85,203,5209,205,208,3,3,277,5272,5196,0
9631,2666,7072,1,26,27,5883,205,208,3,3,158,5562,7941,0
4110,4810,8557,0,8,84,22,205,208,3,3,286,23,3410,0
7492,5473,6547,0,74,199,1871,209,212,5,5,357,3895,4023,2
2202,1630,6366,0,12,201,623,205,208,3,3,67,479,1083,1
651,1883,7529,1,51,169,1736,205,208,3,3,32,1538,2114,1
2701,1742,3866,0,73,25,257,82,77,2,2,295,1826,5082,2
6884,1542,4459,1,33,154,5562,151,137,1,1,312,5042,7684,2
6110,5240,358,0,6,148,2417,96,92,1,1,101,2337,7273,1
127,2201,7615,1,80,79,1666,92,93,1,1,145,1569,5560,2
1287,2771,4505,0,29,67,654,157,153,4,4,255,559,1201,1
4142,2035,5708,1,61,67,715,35,36,0,0,337,490,3479,1
4933,1604,2974,0,69,23,3605,32,35,3,3,327,5851,3106,2
840,3593,2038,0,7,134,2958,205,208,3,3,24,2946,4821,0
8667,3052,4951,0,1,150,4549,10,9,4,4,280,4362,1058,0
1321,2248,929,0,57,84,93,0,206,1,1,210,3548,2773,2
947,2506,3671,1,1,70,1354,141,129,3,3,265,3653,7170,2
3666,451,2230,1,86,148,386,42,39,1,1,233,1968,9987,2
3326,2469,1814,1,49,150,1660,205,208,3,3,338,1553,6967,1
4848,1715,1607,0,87,38,3065,141,129,3,3,238,3201,6620,1
7000,2336,6482,0,10,37,2170,63,67,2,2,314,1965,5484,2
9636,5153,1277,1,14,150,2543,82,77,2,2,294,2597,9967,2
6130,198,1383,1,70,66,3467,92,93,1,1,42,4297,6016,2
3369,1325,5360,1,35,137,3680,105,104,0,0,188,2360,2844,2
5848,415,8383,0,30,154,1472,205,208,3,3,193,1156,9584,0
3955,3226,1638,1,50,37,103,205,208,3,3,235,146,4355,0
2333,2864,8780,1,37,37,5888,205,208,3,3,118,5523,1059,0
3469,3144,6911,0,69,60,581,32,35,3,3,345,5802,5224,0
6023,4966,3790,0,38,85,3944,156,70,4,4,290,3660,9720,0
8131,5059,7176,1,41,37,734,205,208,3,3,108,5589,2281,2
7182,2276,4583,0,67,37,474,0,206,1,1,334,332,2889,1
193,993,2752,0,61,37,1150,70,207,2,2,356,980,8833,2
9911,4762,5037,1,14,0,3665,92,93,1,1,66,682,4312,0
9761,1321,4884,0,71,121,745,170,162,2,2,66,751,9492,0
814,2824,8646,1,69,38,2212,42,39,1,1,253,2099,7254,1
7439,754,3743,0,6,31,71,157,153,4,4,325,112,6004,1
8928,4142,1247,1,8,37,5745,212,213,1,1,121,5394,4341,1
4578,145,1834,0,87,37,3610,10,9,4,4,313,3293,8628,0
6092,1160,5998,0,55,37,2135,55,2,0,0,154,2062,3891,2
7090,1622,3003,0,74,37,919,26,26,5,5,293,775,1305,1
1735,2245,5,1,34,148,5671,7,7,5,5,309,5362,1536,0
7663,3900,8968,1,9,148,3450,190,37,0,0,245,3146,8001,2
9154,2267,4496,1,6,45,3216,26,26,5,5,220,0,7294,2
2568,1622,8189,0,52,121,2403,26,26,5,5,56,2321,726,0
1657,621,1483,1,75,175,2392,128,124,4,4,32,2310,188,2
3018,1017,7644,0,58,87,3900,205,208,3,3,24,1673,102,2
8242,2834,560,0,62,84,1635,26,26,5,5,326,1472,3467,2
5547,2742,6338,0,33,37,5246,26,26,5,5,49,4829,6901,1
7902,1912,1159,0,49,193,4333,26,26,5,5,84,4040,6095,0
2684,735,1999,1,75,25,2991,10,9,4,4,125,3001,462,2
5382,2176,7563,1,25,37,2990,64,66,4,4,99,3023,8132,1
5299,4169,8119,1,54,148,3744,157,153,4,4,32,265,2152,1
211,2637,8443,1,50,150,1283,26,26,5,5,59,803,5639,1
6066,2579,6744,0,12,37,2291,77,78,2,2,43,4202,838,0
8033,1375,740,1,12,94,2634,147,143,0,0,298,1226,3717,0
4027,767,4200,1,6,58,2915,32,35,3,3,346,5659,4849,1
9318,663,2229,1,47,87,3994,205,208,3,3,349,3755,4960,1
7111,1163,8195,0,38,53,4345,107,33,1,1,241,3786,2248,1
5980,2125,2387,1,37,37,5448,96,92,1,1,251,4988,5185,1
5782,3258,6525,0,33,37,5791,69,71,0,0,210,5518,4501,0
3847,2127,210,1,83,37,2842,150,147,2,2,313,2695,3236,2
4702,135,886,1,12,37,2122,62,63,0,0,342,4209,4542,1
8848,1793,566,1,12,52,5312,44,47,3,3,23,5050,9205,0
5562,1311,1855,1,89,154,5377,155,155,5,5,268,871,8535,1
3671,1800,3449,0,11,148,4664,150,147,2,2,96,4311,5789,2
3306,3048,7952,0,86,110,3810,198,200,1,1,356,3500,5008,1
2784,5261,6986,0,45,37,5049,38,52,0,0,154,393,8143,0
6078,70,951,0,63,37,1031,141,129,3,3,127,1053,7353,0
6509,2621,2262,1,48,125,129,10,9,4,4,280,251,5606,0
7428,4123,116,1,36,84,4000,7,7,5,5,253,3855,4307,1
7257,2442,7919,1,21,37,512,170,162,2,2,138,449,7928,0
279,1066,3135,0,32,37,2541,205,208,3,3,233,2568,422,1
4181,2592,4600,0,24,37,2154,32,35,3,3,157,5798,285,1
5339,2711,1423,1,42,137,2368,7,7,5,5,182,4387,5045,1
3638,5743,6467,1,44,168,1495,205,208,3,3,175,1383,4258,1
8165,5740,8965,0,11,23,5492,68,68,2,2,88,5030,7750,0
7921,5057,846,0,55,23,3897,70,207,2,2,30,3632,7208,0
9865,2669,772,1,29,199,1787,205,208,3,3,286,1550,7162,0
5638,112,266,1,88,70,660,32,35,3,3,64,5724,2210,0
3495,5598,7084,1,51,32,4750,205,208,3,3,44,4480,6242,1
8092,5214,2801,1,5,25,5311,92,93,1,1,200,5038,5345,2
5728,5339,7314,0,56,140,2770,205,208,3,3,149,2562,7454,0
5518,4075,100,1,69,175,5837,32,35,3,3,304,5901,4636,0
8850,128,5797,1,70,85,4141,82,77,2,2,214,3882,4108,2
6894,4806,8146,0,77,154,5068,189,202,3,3,186,5684,2261,1
3884,3047,4443,0,49,36,4503,205,208,3,3,66,530,2653,2
3709,1288,385,0,8,154,1504,205,208,3,3,341,3332,2699,1
6526,968,5540,0,69,70,2536,105,104,0,0,85,1741,461,1
8833,5377,752,0,38,10,3234,50,74,2,2,351,6058,8588,1
7203,4927,5225,0,19,148,4739,205,208,3,3,323,4537,7032,1
3582,639,1367,1,7,85,3696,205,208,3,3,313,3227,1795,2
3878,5446,8903,1,85,32,5557,151,137,1,1,37,1255,104,2
6973,4059,5922,1,4,186,2274,205,208,3,3,276,2126,1658,2
3657,3378,5835,0,45,87,233,205,208,3,3,275,190,6785,0
2232,772,2517,1,18,37,3066,141,129,3,3,58,927,608,1
60,2998,887,0,39,37,3737,156,70,4,4,226,3561,8518,2
4291,3928,2536,0,83,70,2196,32,35,3,3,82,6041,3320,1
5206,1932,8903,0,46,22,5171,170,162,1,1,291,4817,9322,1
8315,888,4199,0,74,30,4301,205,208,3,3,283,2647,1127,1
4857,576,1609,0,58,185,1828,205,208,3,3,184,1689,334,0
818,5085,7155,1,12,154,918,32,35,3,3,137,5918,9297,0
3011,3035,6906,1,39,94,3719,35,36,0,0,299,3524,515,1
9340,151,8521,1,10,60,4254,70,207,2,2,22,4012,9936,1
5994,3668,706,0,4,127,5390,32,35,3,3,97,5774,8903,1
6900,3657,1626,0,32,92,1500,205,208,3,3,283,2082,4873,0
1536,2808,5734,1,13,37,5346,157,153,4,4,80,5129,9560,1
4255,964,3330,0,4,166,2869,113,108,1,1,359,2733,5176,0
2817,2420,8580,1,15,84,3449,10,9,4,4,20,3112,7611,2
9906,320,3201,0,77,147,934,64,66,4,4,254,1041,4156,1
7651,2472,6818,1,84,144,5902,205,208,3,3,118,3749,7952,0
4958,5147,7560,1,75,118,5952,42,39,1,1,158,5609,6428,2
6473,5041,8017,0,59,37,1684,26,26,5,5,174,0,3104,0
1585,4333,8023,1,81,181,743,205,208,3,3,7,618,2171,2
6275,1225,2452,0,80,154,4448,141,129,3,3,165,4240,3426,0
4358,4302,8493,1,51,37,907,70,207,2,2,51,777,8514,0
6169,4082,52,1,9,150,4795,26,26,5,5,170,0,5002,1
5419,5326,1807,0,16,84,3592,164,158,2,2,213,4218,181,2
3390,4565,3209,1,42,112,3937,56,57,5,5,181,2867,2448,0
9728,5485,6176,0,2,175,2869,113,108,1,1,71,2733,9486,1
1156,2395,3304,1,81,137,3624,10,9,4,4,148,3787,6810,2
1649,4374,6887,1,34,37,2837,170,162,2,2,251,2672,4637,2
5839,337,2069,0,61,100,4897,159,149,1,1,322,4446,7976,1
8042,3314,8583,0,61,37,5023,129,145,2,2,205,4614,3145,2
7085,4364,978,1,73,84,3956,42,39,1,1,93,3079,3391,0
8213,1698,8391,0,44,25,5479,204,204,0,0,247,5120,6986,1
6976,3997,8478,1,69,201,3584,186,59,3,3,269,4459,4431,0
8860,3743,4905,1,77,154,1563,24,22,5,5,104,4742,3997,2
8623,4126,1899,1,48,37,2568,192,194,1,1,3,2480,1657,1
6183,1219,4923,0,27,58,2365,141,129,3,3,43,2251,717,2
5391,1735,782,0,4,191,2164,131,136,1,1,93,1963,8759,2
7731,1092,7486,1,85,194,4403,32,35,3,3,51,5676,3293,0
6537,134,3628,1,31,37,3743,207,210,1,1,194,3586,3816,1
1140,971,6964,0,32,25,5400,205,208,3,3,108,880,4592,2
2502,4149,182,1,73,37,2348,152,140,4,4,96,2270,4872,2
5584,1090,1647,1,45,25,3924,16,30,0,0,67,5675,137,0
7011,2728,5838,0,22,79,937,32,35,3,3,166,5729,6923,0
7433,2042,3413,1,89,84,5313,136,126,0,0,151,4972,6900,1
3406,2265,4943,0,83,149,4305,147,143,0,0,67,3963,3028,2
4223,3741,7303,1,84,37,5910,205,208,3,3,342,5574,7331,1
3376,1366,242,0,78,198,451,43,42,5,5,88,3502,1549,0
3231,5717,7184,1,20,37,5021,86,86,5,5,304,4611,9294,1
2855,3587,1899,0,47,24,4267,71,79,3,3,170,1800,7313,2
4270,3322,3152,0,48,175,5844,10,9,4,4,93,5488,9161,1
9687,2983,8348,0,63,37,2679,205,208,3,3,239,2575,3358,2
8081,2123,8618,1,21,75,6105,198,200,1,1,320,2174,5070,0
4476,5644,3572,1,22,37,119,155,155,5,5,57,148,2538,0
9826,4664,7493,1,35,38,337,10,9,4,4,65,290,7808,1
8279,2573,567,1,44,101,1620,10,9,4,4,101,1452,3351,2
6161,864,5447,1,17,179,5607,192,194,1,1,88,5318,7506,1
4064,3368,7121,1,24,87,1825,205,208,3,3,15,1690,1834,2
314,2792,475,1,82,168,1806,205,208,3,3,302,1649,7374,2
6938,4747,1352,0,76,61,4537,205,208,3,3,292,4439,56,0
4414,1511,8874,1,11,194,3713,140,119,0,0,11,6092,2308,2
9901,2496,2900,0,17,148,3970,205,208,3,3,292,3701,586,2
9570,3718,2348,1,2,90,2077,205,208,3,3,120,1816,4238,2
7118,5454,6545,1,9,150,1270,6,4,0,0,279,1051,294,0
3882,3669,6269,0,45,37,1855,41,34,0,0,270,1824,7893,0
8037,3383,1361,0,57,194,5547,26,26,5,5,108,5163,9298,1
5277,38,4255,0,79,37,2201,131,136,1,1,309,1960,7049,2
8394,5465,6978,1,27,84,5988,42,39,1,1,56,5864,483,1
8246,3201,5755,1,65,127,1500,205,208,3,3,346,2082,3704,1
8613,5074,3307,1,57,154,166,127,118,0,0,238,176,5708,0
2803,3217,2560,0,89,84,2107,50,74,2,2,181,5650,2047,1
3930,1726,1430,1,23,84,3546,92,93,1,1,210,3788,533,1
1582,3675,7981,0,86,84,4121,48,50,1,1,135,3943,8689,2
468,4893,8556,1,69,79,4503,205,208,3,3,224,530,1308,1
2886,3913,460,1,34,60,5535,157,153,4,4,65,5138,5080,1
8952,170,2290,0,86,147,4346,26,26,5,5,306,3959,4936,1
1444,4450,5386,1,78,84,1106,141,129,3,3,229,826,4367,0
5355,4501,4467,0,35,68,1553,83,82,3,3,167,1433,9386,0
1009,4696,6200,1,56,181,2087,176,188,2,2,245,1728,9025,2
8,4904,7397,1,27,194,643,131,136,1,1,201,5355,2347,2
2653,3209,587,0,83,148,1491,32,35,3,3,212,5970,1430,1
9589,4105,8552,0,79,92,3025,157,153,4,4,255,2878,8792,1
7014,327,1307,0,86,175,3826,70,207,2,2,79,3514,1472,1
4493,655,8695,1,23,42,6096,50,74,2,2,121,6072,539,2
681,1227,4070,0,34,61,6021,11,11,1,1,224,5838,3913,2
1603,5505,5811,1,22,37,3644,32,35,3,3,73,5841,5940,0
8552,5174,2786,0,77,147,1807,157,153,4,4,16,1654,9650,2
495,4483,5969,1,85,175,1166,205,208,3,3,17,785,4608,2
8425,137,104,1,36,84,4327,205,208,3,3,178,3921,8785,0
8396,2294,3422,1,54,84,258,26,26,5,5,59,235,38,0
9784,225,7389,1,54,148,24,38,52,0,0,65,28,9163,2
543,4698,822,1,70,154,2797,34,45,0,0,13,2741,313,2
8292,3897,1308,1,26,37,3000,10,9,4,4,107,3047,7901,1
4839,549,1783,1,85,181,844,158,156,1,1,221,856,4399,1
1319,4061,7791,1,33,84,5040,10,9,4,4,349,4656,8361,0
4889,3773,4369,1,32,45,2424,26,26,5,5,248,2404,9586,2
2044,4193,1316,1,72,89,3189,203,205,2,2,24,5220,5238,0
1861,5068,7526,1,5,84,674,182,181,0,0,237,638,5310,2
5924,1015,4503,0,75,25,2831,192,194,1,1,245,2455,7265,1
1060,3833,2202,0,24,25,3299,140,119,0,0,355,3087,3784,0
4450,2073,2226,1,9,199,3105,10,9,4,4,92,2241,3206,1
5191,5031,3264,0,27,84,984,40,38,5,5,86,5500,8832,2
8095,4241,2591,0,10,107,363,62,63,0,0,346,380,3524,0
3888,640,642,1,15,121,224,43,42,5,5,87,4107,9265,1
3933,2152,6403,1,38,149,1127,32,35,3,3,257,5739,2496,0
6410,748,6902,1,61,84,5711,32,35,3,3,252,5963,8863,2
7352,4849,1509,0,74,154,4361,218,182,0,0,215,2052,1659,0
8485,3449,6971,1,68,182,1445,205,208,3,3,286,1196,5573,2
8629,870,1195,1,8,190,2274,205,208,3,3,138,2126,7338,1
6006,2449,3773,0,65,84,5756,173,180,4,4,246,5400,5275,1
198,5693,2994,1,4,25,469,123,134,0,0,291,3149,5965,1
1614,2002,1285,0,87,191,4841,154,152,3,3,79,4330,2426,2
6599,2632,3966,0,7,130,1668,205,208,3,3,60,1584,9845,0
1130,3120,3947,1,55,190,634,32,35,3,3,163,5720,4291,0
8251,4327,2796,0,34,147,5644,114,103,1,1,159,5335,4083,2
2795,3543,5965,0,23,45,2860,112,107,1,1,331,2723,7097,1
8713,3315,4174,0,90,35,1357,10,9,4,4,122,1239,8309,0
7488,1388,1715,0,45,109,5792,92,93,1,1,284,5492,1317,2
8046,2812,7030,0,15,168,700,205,208,3,3,19,394,5490,1
351,482,5463,0,20,112,5345,32,35,3,3,343,5948,9927,0
8266,2509,6493,0,33,25,6078,42,39,1,1,228,6042,3646,2
6525,2683,921,1,46,115,1646,205,208,3,3,292,1496,4461,1
6801,216,2766,0,23,150,113,10,9,4,4,151,35,4138,0
5502,3034,2785,0,14,32,5731,176,188,2,2,285,5387,1829,2
5326,4312,4654,0,26,154,3990,104,101,1,1,152,3750,1797,0
5408,1549,9045,0,58,154,994,42,39,1,1,46,884,5787,2
3569,3377,3676,0,79,37,4011,108,105,4,4,28,3797,3623,1
9504,2664,6345,1,44,37,1423,151,137,1,1,87,1270,3877,2
7972,5112,4563,1,33,37,3755,143,135,0,0,72,3595,7081,2
2735,393,5693,0,25,177,4371,187,177,3,3,144,4827,742,1
9697,4020,3724,0,17,7,3510,104,101,1,1,104,3395,6732,2
430,5212,6930,1,79,84,3380,32,35,3,3,47,5844,7359,2
4482,2985,8100,0,24,121,5974,24,22,5,5,166,732,5994,0
2157,3951,6772,0,9,37,4186,10,9,4,4,220,3933,2279,2
4883,1063,8428,0,41,154,3343,10,9,4,4,69,3185,8281,2
9312,1016,3108,1,81,148,2762,182,181,0,0,151,2611,4816,2
7227,273,1701,0,4,140,3222,205,208,3,3,231,3083,3128,1
4074,2475,5492,1,25,37,773,157,153,4,4,242,675,8712,1
5549,2796,1537,1,23,147,3010,32,35,3,3,36,5835,3121,2
8184,3169,4509,0,25,37,3524,10,9,4,4,220,3207,3,0
5402,981,7698,1,13,25,4174,10,9,4,4,308,3923,9464,0
6031,1556,6731,1,77,154,5835,205,208,3,3,53,274,1496,2
3909,1223,1414,0,83,121,2846,142,120,1,1,157,2714,1047,0
4530,2567,8350,0,81,2,5739,101,99,2,2,47,151,5730,0
2695,1972,5603,1,19,181,3816,175,186,0,0,340,3549,1005,0
7209,1193,7246,1,84,94,55,218,182,0,0,360,100,6738,0
3198,3439,8296,0,90,175,5681,7,7,5,5,145,4354,2241,0
5827,443,3196,1,66,84,3076,26,26,5,5,13,4203,2804,0
1464,5066,3470,0,2,168,1195,10,9,4,4,7,805,3852,0
4818,1022,8499,0,59,149,4181,205,208,3,3,245,4174,1987,1
